CustomerID,Age Group,Gender,ItemPurchased,Category,PurchaseAmount,Location,Size,Color,Season,ReviewRating,SubscriptionStatus,ShippingType,PromoCodeUsed,PreviousPurchases,PaymentMethod,DiscountValue
2048,50 - 59,Female,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Store Pickup,Yes,0,Cash,20
2049,40 - 49,Female,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,No,Express,No,35,Bank Transfer,0
2050,60 - 70,Female,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Standard,Yes,0,Debit Card,10
2051,30 - 39,Female,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Store Pickup,No,10,Debit Card,
2052,60 - 70,Female,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,No,0,Credit Card,0
2053,40 - 49,Female,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,2-Day Shipping,No,0,Bank Transfer,
2054,0 - 9,Female,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,2-Day Shipping,No,0,Credit Card,0
2055,60 - 70,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,Express,No,0,Cash,0
2056,20 - 29,Female,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,No,2-Day Shipping,No,0,Bank Transfer,
2057,50 - 59,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,2-Day Shipping,No,29,Cash,0
2058,60 - 70,Female,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Standard,No,0,Cash,
2059,20 - 29,Female,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Store Pickup,No,17,Bank Transfer,
2060,50 - 59,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,Express,No,50,Credit,
2061,20 - 29,Female,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,No,Next Day Air,Yes,23,Bank Transfer,50
2062,30 - 39,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,Store Pickup,No,22,Debit Card,
2063,50 - 59,Female,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,No,Standard,No,0,Cash,
2064,60 - 70,Female,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Standard,No,32,Cash,
2065,30 - 39,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4,No,2-Day Shipping,Yes,0,Bank Transfer,20
2066,20 - 29,Male,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2.9,No,Free Shipping,No,0,Bank Transfer,0
2067,60 - 70,Female,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.7,No,Store Pickup,No,44,Debit Card,
2068,60 - 70,Female,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,2-Day Shipping,Yes,0,Cash,20
2069,60 - 70,Female,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,No,Store Pickup,Yes,44,Debit Card,10
2070,30 - 39,,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Free Shipping,Yes,3,Debit Card,20
2071,50 - 59,Female,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,3.1,No,Express,No,14,Cash,0
2072,60 - 70,Female,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,Store Pickup,No,37,Cash,
2073,30 - 39,Female,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,No,Next Day Air,No,0,Bank Transfer,
2074,30 - 39,Female,Belt,Accessories,25,Texas,S,Green,Winter,3.5,No,Next Day Air,No,0,Cash,0
2075,30 - 39,Female,Scarf,Accessories,53,Florida,M,White,Summer,3.1,No,Free Shipping,Yes,44,Debit Card,10
2076,40 - 49,Female,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Express,Yes,0,Debit Card,10
2077,50 - 59,Male,Gloves,Accessories,23,Florida,S,Indigo,Fall,4.6,No,Free Shipping,Yes,0,Debit Card,10
2078,0 - 9,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.3,No,Free Shipping,Yes,26,Bank Transfer,10
2079,40 - 49,Male,Dress,Clothing,42,Hawaii,M,Blue,Spring,3.2,No,Next Day Air,No,0,Debit Card,0
2080,30 - 39,Female,Jeans,Clothing,24,Montana,L,Violet,Summer,3.1,No,Next Day Air,No,0,Debit,0
2081,20 - 29,,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,No,Free Shipping,No,0,Debit Card,
2082,20 - 29,Female,Coat,Outerwear,78,Alabama,S,Cyan,Spring,4.3,No,Standard,No,48,Bank Transfer,
2083,40 - 49,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9,No,Free Shipping,Yes,0,Debit Card,10
2084,40 - 49,Female,Scarf,Accessories,59,Mississippi,L,Orange,Fall,2.7,No,Store Pickup,No,26,Credit Card,
2085,30 - 39,Female,Blouse,Clothing,94,Vermont,S,Brown,Summer,4,No,Standard,No,43,Bank Transfer,
2086,60 - 70,Female,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,No,Free Shipping,Yes,0,Debit Card,10
2087,60 - 70,Female,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,No,2-Day Shipping,No,0,Cash,
2088,50 - 59,Female,Hat,Accessories,91,Wisconsin,M,Blue,Summer,4.7,No,Standard,No,0,Credit Card,
2089,30 - 39,Male,Sandals,Footwear,89,California,L,Orange,Spring,4,No,Standard,No,0,Debit Card,
2090,30 - 39,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.6,No,Free Shipping,No,41,Credit Card,
2091,50 - 59,Female,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,No,Free Shipping,No,0,Debit Card,
2092,20 - 29,,Jeans,Clothing,97,Washington,XL,Beige,Fall,3,No,Next Day Air,No,24,Bank Transfer,
2093,40 - 49,Female,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2.6,No,Next Day Air,No,27,Bank Transfer,
2094,20 - 29,Female,Dress,Clothing,91,Washington,M,Maroon,Spring,4.2,No,Store Pickup,No,0,Debit Card,0
2095,50 - 59,Female,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,No,Standard,Yes,0,Debit Card,10
2096,30 - 39,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4,No,Store Pickup,No,0,Bank Transfer,0
2097,20 - 29,Female,Dress,Clothing,52,North Carolina,L,Blue,Summer,4.7,No,Free Shipping,Yes,0,Debit Card,10
2098,30 - 39,Female,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9,No,Next Day Air,No,5,Credit Card,0
2099,40 - 49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,2-Day Shipping,No,0,Debit Card,0
2100,30 - 39,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Express,No,0,Cash,0
2101,60 - 70,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,36,Cash,
2102,40 - 49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Next Day Air,Yes,0,Bank Transfer,10
2103,20 - 29,Female,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,Store Pickup,No,0,Cash,
2104,30 - 39,Female,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,Store Pickup,No,0,Debit Card,
2105,50 - 59,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,No,Free Shipping,No,47,Debit Card,0
2106,60 - 70,Female,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,0,Debit Card,0
2107,60 - 70,Female,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Standard,Yes,0,Credit Card,50
2108,40 - 49,Female,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,Standard,No,0,Credit,
2109,50 - 59,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Express,No,4,Credit Card,
2110,50 - 59,Female,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Free Shipping,No,0,Debit Card,
2111,50 - 59,Female,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Store Pickup,No,36,Debit Card,
2112,40 - 49,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,Yes,15,Bank Transfer,50
2113,40 - 49,Female,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,2-Day Shipping,Yes,0,Cash,10
2114,60 - 70,,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,0,Debit,0
2115,30 - 39,Female,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Standard,No,0,Debit Card,0
2116,40 - 49,Female,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,No,0,Bank Transfer,0
2117,60 - 70,Female,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,Express,No,0,Debit Card,
2118,20 - 29,Female,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Free Shipping,No,0,Debit Card,0
2119,60 - 70,Female,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,No,2-Day Shipping,No,0,Debit Card,0
2120,50 - 59,Female,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,No,0,Debit Card,0
2121,50 - 59,Female,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,No,Next Day Air,No,0,Cash,
2122,40 - 49,Female,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,No,2-Day Shipping,No,0,Bank Transfer,0
2123,30 - 39,Female,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4,No,Express,No,42,Debit Card,
2124,0 - 9,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,No,Express,Yes,0,Debit Card,20
2125,40 - 49,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,No,Next Day Air,No,22,Debit Card,0
2126,50 - 59,Female,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,Yes,0,Credit,10
2127,60 - 70,Female,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,Express,No,0,Credit Card,0
2128,60 - 70,Female,Boots,Footwear,45,North Carolina,M,Indigo,Spring,4.5,No,2-Day Shipping,No,40,Debit Card,
2129,60 - 70,Female,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,No,0,Cash,
2130,40 - 49,,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.8,No,Store Pickup,No,0,Credit,
2131,0 - 9,Female,Backpack,Accessories,68,Arizona,L,Violet,Summer,3.7,No,Free Shipping,No,33,Credit Card,0
2132,10 - 19,Female,Shorts,Clothing,52,Montana,M,Red,Fall,3.6,No,Express,No,0,Bank Transfer,
2133,0 - 9,Female,Skirt,Clothing,87,Vermont,M,Magenta,Fall,4.7,No,2-Day Shipping,No,0,Debit Card,0
2134,20 - 29,Female,Hat,Accessories,34,Maine,M,Olive,Summer,3.8,No,Standard,No,0,Bank Transfer,0
2135,50 - 59,Female,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,2.9,No,Standard,No,0,Credit Card,
2136,0 - 9,Female,Sunglasses,Accessories,94,California,S,Yellow,Winter,4.6,No,Next Day Air,No,0,Debit Card,0
2137,40 - 49,Female,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,No,Standard,No,25,Bank Transfer,0
2138,20 - 29,Female,Socks,Clothing,51,Indiana,XL,Purple,Winter,4.6,No,2-Day Shipping,Yes,0,Credit Card,10
2139,60 - 70,Female,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2.8,No,Next Day Air,No,0,Debit Card,
2140,40 - 49,Female,Boots,Footwear,95,New York,M,Red,Winter,3,No,Free Shipping,Yes,0,Cash,20
2141,50 - 59,Female,Handbag,Accessories,90,New Mexico,M,Brown,Fall,3.7,No,Standard,No,0,Cash,
2142,20 - 29,Female,Dress,Clothing,98,Kentucky,M,Peach,Winter,4.1,No,2-Day Shipping,No,0,Debit,
2143,40 - 49,Female,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,No,21,Debit Card,0
2144,50 - 59,Female,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,0,Debit Card,
2145,40 - 49,Male,Shoes,Footwear,23,Maryland,L,Orange,Winter,3.7,No,Free Shipping,Yes,0,Cash,10
2146,30 - 39,Female,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,No,Standard,Yes,0,Cash,10
2147,40 - 49,Male,Sunglasses,Accessories,23,Utah,XL,White,Summer,4.6,No,Standard,No,45,Cash,0
2148,40 - 49,Female,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,4.8,No,Standard,No,0,Cash,
2149,10 - 19,Female,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,19,Cash,
2150,30 - 39,Female,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4,No,Standard,No,0,Bank Transfer,0
2151,50 - 59,Female,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,0,Cash,0
2152,60 - 70,Female,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,0,Debit Card,
2153,30 - 39,Female,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,Yes,0,Bank Transfer,10
2154,30 - 39,Female,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,Yes,0,Cash,50
2155,40 - 49,Female,Scarf,Accessories,74,Wyoming,M,Violet,Spring,3.4,No,Store Pickup,No,33,Cash,
2156,30 - 39,,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,No,0,Cash,0
2157,30 - 39,Female,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,Next Day Air,No,41,Debit Card,0
2158,40 - 49,Female,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,4,No,Next Day Air,No,0,Debit Card,0
2159,10 - 19,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Standard,Yes,0,Bank Transfer,10
2160,10 - 19,Female,Shirt,Clothing,58,Louisiana,M,Peach,Fall,3,No,Free Shipping,No,0,Cash,0
2161,40 - 49,Male,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,No,Express,No,0,Cash,
2162,20 - 29,Female,Dress,Clothing,69,Washington,S,Peach,Summer,3.8,No,Express,No,5,Debit Card,0
2163,60 - 70,Female,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,0,Credit,
2164,50 - 59,Male,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,No,Express,Yes,0,Bank Transfer,50
2165,40 - 49,Female,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,0,Debit,0
2166,20 - 29,Female,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Express,Yes,0,Credit Card,10
2167,30 - 39,Female,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Express,No,50,Credit Card,0
2168,30 - 39,Female,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Standard,Yes,0,Debit Card,20
2169,20 - 29,Female,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,32,Cash,0
2170,30 - 39,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,No,Next Day Air,No,0,Bank Transfer,0
2171,40 - 49,Female,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4,No,Next Day Air,No,0,Debit Card,0
2172,30 - 39,Female,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,No,0,Cash,
2173,20 - 29,Female,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,0,Cash,
2174,0 - 9,Female,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5,No,2-Day Shipping,No,0,Debit Card,0
2175,0 - 9,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,0,Cash,0
2176,60 - 70,Female,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,Yes,0,Credit Card,10
2177,20 - 29,Male,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,0,Debit Card,
2178,20 - 29,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3,No,Express,Yes,9,Cash,10
2179,20 - 29,Female,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Standard,Yes,0,Debit Card,10
2180,40 - 49,Female,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,Yes,0,Credit,10
2181,40 - 49,Female,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,No,Store Pickup,No,0,Cash,
2182,20 - 29,Female,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,No,Free Shipping,No,0,Bank Transfer,0
2183,40 - 49,Female,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,0,Debit Card,0
2184,30 - 39,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,Store Pickup,Yes,2,Cash,10
2185,30 - 39,Female,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,No,Free Shipping,No,16,Cash,
2186,40 - 49,,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Express,Yes,0,Debit Card,20
2187,50 - 59,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,0,Debit,
2188,30 - 39,Female,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,Yes,20,Cash,20
2189,40 - 49,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,No,Next Day Air,No,0,Credit Card,0
2190,30 - 39,Female,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4,No,Express,No,0,Credit Card,
2191,40 - 49,Female,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Express,No,0,Credit Card,0
2192,20 - 29,Female,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Next Day Air,No,0,Cash,
2193,40 - 49,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,Next Day Air,No,0,Credit Card,
2194,20 - 29,Female,Shirt,Clothing,78,California,L,Turquoise,Spring,5,No,Express,No,0,Cash,0
2195,60 - 70,Female,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Standard,No,0,Bank Transfer,
2196,50 - 59,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,No,Next Day Air,No,0,Cash,
2197,20 - 29,Female,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,No,Next Day Air,No,0,Credit,
2198,30 - 39,Female,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,No,2-Day Shipping,No,40,Debit Card,
2199,50 - 59,Female,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,No,Free Shipping,No,0,Debit Card,
2200,30 - 39,Female,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,4.9,No,Store Pickup,No,0,Debit Card,
2201,60 - 70,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,Yes,0,Debit Card,10
2202,30 - 39,Female,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,No,2-Day Shipping,No,0,Debit Card,0
2203,40 - 49,Female,Dress,Clothing,36,Alabama,M,Red,Summer,4.3,No,Next Day Air,Yes,0,Credit Card,50
2204,50 - 59,Female,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Free Shipping,No,32,Cash,
2205,20 - 29,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,2-Day Shipping,No,6,Debit Card,0
2206,40 - 49,Female,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,Express,No,0,Cash,
2207,0 - 9,Male,Sandals,Footwear,51,Illinois,L,Green,Spring,2.6,No,Store Pickup,No,0,Bank Transfer,0
2208,0 - 9,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,No,Next Day Air,No,0,Credit Card,
2209,20 - 29,Female,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,No,2-Day Shipping,No,0,Cash,
2210,40 - 49,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,No,44,Bank Transfer,0
2211,30 - 39,Female,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Store Pickup,No,0,Debit,
2212,50 - 59,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,No,Free Shipping,No,0,Debit Card,
2213,50 - 59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,Yes,0,Bank Transfer,10
2214,50 - 59,Female,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Express,No,18,Debit Card,0
2215,0 - 9,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Standard,No,0,Debit Card,
2216,20 - 29,Female,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,No,Express,No,0,Credit Card,0
2217,40 - 49,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4,No,Store Pickup,No,0,Debit Card,
2218,30 - 39,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,No,Store Pickup,No,0,Bank Transfer,0
2219,60 - 70,Female,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,No,0,Debit Card,
2220,30 - 39,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,No,16,Bank Transfer,
2221,10 - 19,Female,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,Yes,47,Cash,10
2222,20 - 29,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3,No,Free Shipping,Yes,0,Credit Card,10
2223,30 - 39,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,0,Credit Card,
2224,30 - 39,Female,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,0,Credit,0
2225,10 - 19,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Standard,Yes,38,Cash,10
2226,30 - 39,Female,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,No,Free Shipping,No,0,Credit Card,0
2227,0 - 9,Female,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,0,Cash,0
2228,0 - 9,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,42,Credit Card,0
2229,50 - 59,Female,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,No,Free Shipping,No,0,Credit Card,
2230,60 - 70,Female,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Express,No,0,Debit Card,
2231,50 - 59,Female,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Express,No,0,Debit Card,
2232,30 - 39,Female,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,1,Credit Card,0
2233,60 - 70,Female,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4,No,Store Pickup,No,14,Cash,
2234,30 - 39,Female,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Express,No,0,Credit Card,
2235,0 - 9,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4,No,Express,No,0,Cash,0
2236,0 - 9,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,No,2-Day Shipping,No,0,Credit Card,
2237,20 - 29,Female,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Standard,Yes,0,Debit Card,10
2238,40 - 49,Female,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,No,Next Day Air,Yes,31,Debit Card,20
2239,40 - 49,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,No,Standard,No,0,Debit Card,0
2240,40 - 49,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,0,Credit Card,
2241,50 - 59,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Next Day Air,Yes,18,Debit Card,50
2242,10 - 19,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,0,Bank Transfer,0
2243,10 - 19,Female,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,Next Day Air,Yes,0,Credit Card,10
2244,50 - 59,Female,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,13,Debit Card,0
2245,30 - 39,Female,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,2-Day Shipping,Yes,0,Cash,10
2246,40 - 49,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,No,Free Shipping,No,0,Cash,0
2247,40 - 49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,0,Debit,
2248,30 - 39,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,No,Next Day Air,No,0,Debit Card,
2249,60 - 70,,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,19,Credit,0
2250,40 - 49,Female,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Next Day Air,No,0,Debit Card,0
2251,40 - 49,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,No,Store Pickup,Yes,0,Credit Card,10
2252,20 - 29,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,Free Shipping,Yes,0,Debit Card,10
2253,40 - 49,Female,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,No,Express,Yes,0,Bank Transfer,10
2254,60 - 70,Female,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,22,Debit,0
2255,20 - 29,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,0,Cash,
2256,40 - 49,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,No,Store Pickup,No,42,Bank Transfer,
2257,30 - 39,Female,Blouse,Clothing,22,California,M,Turquoise,Fall,5,No,Standard,No,0,Credit Card,0
2258,40 - 49,Female,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,Standard,No,0,Bank Transfer,
2259,20 - 29,Female,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Store Pickup,No,0,Credit Card,
2260,60 - 70,Female,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Free Shipping,No,0,Cash,0
2261,30 - 39,Female,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,No,Express,No,16,Cash,
2262,50 - 59,Female,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Standard,Yes,0,Bank Transfer,10
2263,50 - 59,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,Yes,0,Debit,20
2264,40 - 49,Female,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,No,Store Pickup,No,0,Cash,0
2265,50 - 59,Female,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,Yes,0,Credit,10
2266,30 - 39,Female,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,No,Store Pickup,No,10,Credit,
